model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
gemini-3.1-flash-lite,web-005,baseline,no_validated_findings,finished,16,10,0,1,False,SQLi,1,0,0,134.64,5900,0.014,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-005_dispatcher_mixed_default_20260627T095735Z
gemini-3.1-flash-lite,web-005,C1_only,no_validated_findings,finished,9,3,0,0,False,SQLi,0,0,0,64.92,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-005_dispatcher_mixed_default_20260627T095951Z
gemini-3.1-flash-lite,web-005,C2_only,no_validated_findings,finished,10,4,0,1,False,SQLi,1,0,0,74.95,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-005_dispatcher_mixed_default_20260627T100058Z
gemini-3.1-flash-lite,web-005,C3_only,no_validated_findings,finished,5,3,0,1,False,SQLi,1,0,0,37.3,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-005_dispatcher_mixed_default_20260627T100214Z
gemini-3.1-flash-lite,web-005,all,no_validated_findings,finished,7,3,0,0,False,SQLi,0,0,0,46.86,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-005_dispatcher_mixed_default_20260627T100253Z
gemini-3.1-flash-lite,web-006,baseline,no_validated_findings,finished,9,4,0,1,False,Mass Assignment,1,0,0,64.61,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-006_dispatcher_mixed_default_20260627T100341Z
gemini-3.1-flash-lite,web-006,C1_only,no_validated_findings,finished,9,3,0,1,False,Mass Assignment,1,0,0,65.22,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-006_dispatcher_mixed_default_20260627T100448Z
gemini-3.1-flash-lite,web-006,C2_only,no_validated_findings,finished,9,4,0,1,False,Mass Assignment,1,0,0,65.48,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-006_dispatcher_mixed_default_20260627T100554Z
gemini-3.1-flash-lite,web-006,C3_only,no_validated_findings,finished,8,2,0,1,False,Mass Assignment,1,0,0,57.78,900,0.002,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-006_dispatcher_mixed_default_20260627T100701Z
gemini-3.1-flash-lite,web-006,all,no_validated_findings,finished,8,4,0,1,False,Mass Assignment,1,0,0,62.61,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-006_dispatcher_mixed_default_20260627T100801Z
gemini-3.1-flash-lite,web-007,baseline,no_validated_findings,finished,8,2,0,0,False,LFI,0,0,0,61.75,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-007_dispatcher_mixed_default_20260627T100905Z
gemini-3.1-flash-lite,web-007,C1_only,no_validated_findings,finished,10,4,0,1,False,LFI,1,0,0,74.38,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-007_dispatcher_mixed_default_20260627T101008Z
gemini-3.1-flash-lite,web-007,C2_only,no_validated_findings,finished,10,4,0,1,False,LFI,1,0,0,69.55,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-007_dispatcher_mixed_default_20260627T101124Z
gemini-3.1-flash-lite,web-007,C3_only,no_validated_findings,finished,9,3,0,1,False,LFI,1,0,0,91.97,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-007_dispatcher_mixed_default_20260627T101235Z
gemini-3.1-flash-lite,web-007,all,no_validated_findings,finished,6,3,0,0,False,LFI,0,0,0,42.07,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-007_dispatcher_mixed_default_20260627T101408Z
gemini-3.1-flash-lite,web-008,baseline,no_validated_findings,finished,9,4,0,1,False,SQLi,1,0,0,65.83,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-008_dispatcher_mixed_default_20260627T101452Z
gemini-3.1-flash-lite,web-008,C1_only,no_validated_findings,finished,12,6,0,1,False,SQLi,1,0,0,83.81,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-008_dispatcher_mixed_default_20260627T101559Z
gemini-3.1-flash-lite,web-008,C2_only,no_validated_findings,finished,9,3,0,1,False,SQLi,1,0,0,73.55,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-008_dispatcher_mixed_default_20260627T101725Z
gemini-3.1-flash-lite,web-008,C3_only,no_validated_findings,finished,9,5,0,1,False,SQLi,1,0,0,66.0,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-008_dispatcher_mixed_default_20260627T101840Z
gemini-3.1-flash-lite,web-008,all,no_validated_findings,finished,7,4,0,1,False,SQLi,1,0,0,46.66,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-008_dispatcher_mixed_default_20260627T101947Z
gemini-3.1-flash-lite,web-009,baseline,no_validated_findings,finished,8,4,0,1,False,NoSQLi,0,0,0,56.51,1900,0.004,7070,19,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-009_dispatcher_mixed_default_20260627T102035Z
gemini-3.1-flash-lite,web-009,C1_only,no_validated_findings,finished,8,4,0,1,False,NoSQLi,0,0,0,59.85,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-009_dispatcher_mixed_default_20260627T102133Z
gemini-3.1-flash-lite,web-009,C2_only,no_validated_findings,finished,7,1,0,0,False,NoSQLi,0,0,0,53.13,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-009_dispatcher_mixed_default_20260627T102235Z
gemini-3.1-flash-lite,web-009,C3_only,no_validated_findings,finished,7,1,0,0,False,NoSQLi,0,0,0,67.64,900,0.002,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-009_dispatcher_mixed_default_20260627T102329Z
gemini-3.1-flash-lite,web-009,all,no_validated_findings,finished,8,4,0,1,False,NoSQLi,1,0,0,55.68,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-009_dispatcher_mixed_default_20260627T102438Z
gemini-3.1-flash-lite,web-010,baseline,no_validated_findings,finished,9,4,0,1,False,Auth Bypass,0,0,0,66.65,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-010_dispatcher_mixed_default_20260627T102536Z
gemini-3.1-flash-lite,web-010,C1_only,no_validated_findings,finished,7,1,0,0,False,Auth Bypass,0,0,0,52.96,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-010_dispatcher_mixed_default_20260627T102644Z
gemini-3.1-flash-lite,web-010,C2_only,no_validated_findings,finished,9,4,0,1,False,Auth Bypass,0,0,0,78.78,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-010_dispatcher_mixed_default_20260627T102738Z
gemini-3.1-flash-lite,web-010,C3_only,no_validated_findings,finished,9,5,0,1,False,Auth Bypass,0,0,0,63.4,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-010_dispatcher_mixed_default_20260627T102859Z
gemini-3.1-flash-lite,web-010,all,no_validated_findings,finished,8,5,0,1,False,Auth Bypass,0,0,0,56.85,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-010_dispatcher_mixed_default_20260627T103003Z
gemini-3.1-flash-lite,web-011,baseline,no_validated_findings,finished,10,4,0,1,False,Insecure Temp File / Race Condition,0,0,0,71.65,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-011_dispatcher_mixed_default_20260627T103102Z
gemini-3.1-flash-lite,web-011,C1_only,no_validated_findings,finished,7,1,0,0,False,Insecure Temp File / Race Condition,0,0,0,51.02,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-011_dispatcher_mixed_default_20260627T103215Z
gemini-3.1-flash-lite,web-011,C2_only,no_validated_findings,finished,6,4,0,1,False,Insecure Temp File / Race Condition,0,0,0,55.08,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-011_dispatcher_mixed_default_20260627T104609Z
gemini-3.1-flash-lite,web-011,C3_only,no_validated_findings,finished,9,3,0,1,False,Insecure Temp File / Race Condition,0,0,0,84.66,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-011_dispatcher_mixed_default_20260627T104706Z
gemini-3.1-flash-lite,web-011,all,no_validated_findings,finished,8,3,0,1,False,Insecure Temp File / Race Condition,0,0,0,62.02,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-011_dispatcher_mixed_default_20260627T104832Z
gemini-3.1-flash-lite,web-012,baseline,no_validated_findings,finished,10,4,0,1,False,Session Forgery,1,0,0,73.79,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-012_dispatcher_mixed_default_20260627T104936Z
gemini-3.1-flash-lite,web-012,C1_only,no_validated_findings,finished,12,6,0,0,False,Session Forgery,0,0,0,99.18,2800,0.006,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-012_dispatcher_mixed_default_20260627T105051Z
gemini-3.1-flash-lite,web-012,C2_only,no_validated_findings,finished,7,1,0,0,False,Session Forgery,0,0,0,67.09,1400,0.003,7070,19,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-012_dispatcher_mixed_default_20260627T105232Z
gemini-3.1-flash-lite,web-012,C3_only,no_validated_findings,finished,6,3,0,1,False,Session Forgery,1,0,0,43.29,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-012_dispatcher_mixed_default_20260627T105340Z
gemini-3.1-flash-lite,web-012,all,no_validated_findings,finished,8,2,0,0,False,Session Forgery,0,0,0,76.45,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-012_dispatcher_mixed_default_20260627T105425Z
gemini-3.1-flash-lite,web-013,baseline,no_validated_findings,finished,9,3,0,1,False,SSTI,0,0,0,64.7,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-013_dispatcher_mixed_default_20260627T105543Z
gemini-3.1-flash-lite,web-013,C1_only,no_validated_findings,finished,8,2,0,0,False,SSTI,0,0,0,54.68,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-013_dispatcher_mixed_default_20260627T105649Z
gemini-3.1-flash-lite,web-013,C2_only,no_validated_findings,finished,7,1,0,0,False,SSTI,0,0,0,60.7,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-013_dispatcher_mixed_default_20260627T105745Z
gemini-3.1-flash-lite,web-013,C3_only,no_validated_findings,finished,9,4,0,1,False,SSTI,0,0,0,63.17,1900,0.004,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-013_dispatcher_mixed_default_20260627T105847Z
gemini-3.1-flash-lite,web-013,all,no_validated_findings,finished,9,3,0,1,False,SSTI,0,0,0,62.01,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-013_dispatcher_mixed_default_20260627T105952Z
gemini-3.1-flash-lite,web-014,baseline,no_validated_findings,finished,7,1,0,0,False,Path Traversal,0,0,0,50.89,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-014_dispatcher_mixed_default_20260627T110056Z
gemini-3.1-flash-lite,web-014,C1_only,no_validated_findings,finished,9,3,0,1,False,Path Traversal,1,0,0,70.68,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-014_dispatcher_mixed_default_20260627T110148Z
gemini-3.1-flash-lite,web-014,C2_only,no_validated_findings,finished,9,3,0,1,False,Path Traversal,1,0,0,70.85,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-014_dispatcher_mixed_default_20260627T110300Z
gemini-3.1-flash-lite,web-014,C3_only,no_validated_findings,finished,9,3,0,1,False,Path Traversal,0,0,0,66.61,900,0.002,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-014_dispatcher_mixed_default_20260627T110413Z
gemini-3.1-flash-lite,web-014,all,no_validated_findings,finished,8,2,0,0,False,Path Traversal,0,0,0,55.01,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-014_dispatcher_mixed_default_20260627T110521Z
gemini-3.1-flash-lite,web-015,baseline,no_validated_findings,finished,7,1,0,0,False,Path Traversal,0,0,0,51.75,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-015_dispatcher_mixed_default_20260627T110617Z
gemini-3.1-flash-lite,web-015,C1_only,no_validated_findings,finished,9,3,0,1,False,Path Traversal,1,0,0,64.31,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-015_dispatcher_mixed_default_20260627T110710Z
gemini-3.1-flash-lite,web-015,C2_only,no_validated_findings,finished,9,3,0,1,False,Path Traversal,1,0,0,71.68,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-015_dispatcher_mixed_default_20260627T110816Z
gemini-3.1-flash-lite,web-015,C3_only,no_validated_findings,finished,5,3,0,1,False,Path Traversal,1,0,0,34.53,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-015_dispatcher_mixed_default_20260627T110929Z
gemini-3.1-flash-lite,web-015,all,no_validated_findings,finished,9,5,0,1,False,Path Traversal,1,0,0,71.48,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-015_dispatcher_mixed_default_20260627T111005Z
gemini-3.1-flash-lite,web-016,baseline,no_validated_findings,finished,9,4,0,1,False,Command Injection,1,0,0,70.16,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-016_dispatcher_mixed_default_20260627T111118Z
gemini-3.1-flash-lite,web-016,C1_only,no_validated_findings,finished,9,4,0,1,False,Command Injection,1,0,0,63.39,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-016_dispatcher_mixed_default_20260627T111230Z
gemini-3.1-flash-lite,web-016,C2_only,no_validated_findings,finished,6,4,0,1,False,Command Injection,1,0,0,41.2,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-016_dispatcher_mixed_default_20260627T111335Z
gemini-3.1-flash-lite,web-016,C3_only,no_validated_findings,finished,7,3,0,1,False,Command Injection,1,0,0,49.21,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-016_dispatcher_mixed_default_20260627T111418Z
gemini-3.1-flash-lite,web-016,all,no_validated_findings,finished,8,4,0,1,False,Command Injection,1,0,0,56.77,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-016_dispatcher_mixed_default_20260627T111508Z
gemini-3.1-flash-lite,web-017,baseline,no_validated_findings,finished,7,1,0,0,False,Auth Bypass,0,0,0,51.16,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-017_dispatcher_mixed_default_20260627T111607Z
gemini-3.1-flash-lite,web-017,C1_only,no_validated_findings,finished,10,4,0,1,False,Auth Bypass,1,0,0,72.46,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-017_dispatcher_mixed_default_20260627T111659Z
gemini-3.1-flash-lite,web-017,C2_only,no_validated_findings,finished,9,3,0,1,False,Auth Bypass,1,0,0,66.37,1400,0.003,7070,19,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-017_dispatcher_mixed_default_20260627T111813Z
gemini-3.1-flash-lite,web-017,C3_only,no_validated_findings,finished,8,4,0,1,False,Auth Bypass,0,0,0,60.53,1900,0.004,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-017_dispatcher_mixed_default_20260627T111921Z
gemini-3.1-flash-lite,web-017,all,no_validated_findings,finished,7,4,0,1,False,Auth Bypass,0,0,0,46.45,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-017_dispatcher_mixed_default_20260627T112023Z
gemini-3.1-flash-lite,web-018,baseline,no_validated_findings,finished,10,4,0,1,False,XSS,1,0,0,75.88,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-018_dispatcher_mixed_default_20260627T112111Z
gemini-3.1-flash-lite,web-018,C1_only,no_validated_findings,finished,9,3,0,1,False,XSS,1,0,0,65.29,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-018_dispatcher_mixed_default_20260627T112229Z
gemini-3.1-flash-lite,web-018,C2_only,no_validated_findings,finished,10,4,0,1,False,XSS,1,0,0,71.69,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-018_dispatcher_mixed_default_20260627T112335Z
gemini-3.1-flash-lite,web-018,C3_only,no_validated_findings,finished,5,3,0,1,False,XSS,1,0,0,34.01,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-018_dispatcher_mixed_default_20260627T112449Z
gemini-3.1-flash-lite,web-018,all,no_validated_findings,finished,6,4,0,1,False,XSS,1,0,0,40.84,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-018_dispatcher_mixed_default_20260627T112524Z
gemini-3.1-flash-lite,web-019,baseline,no_validated_findings,finished,7,4,0,1,False,HTTP Request Smuggling,1,0,0,47.81,1900,0.004,7070,19,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-019_dispatcher_mixed_default_20260627T112606Z
gemini-3.1-flash-lite,web-019,C1_only,no_validated_findings,finished,10,4,0,1,False,HTTP Request Smuggling,1,0,0,86.24,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-019_dispatcher_mixed_default_20260627T112656Z
gemini-3.1-flash-lite,web-019,C2_only,no_validated_findings,finished,10,4,0,1,False,HTTP Request Smuggling,1,0,0,74.62,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-019_dispatcher_mixed_default_20260627T112824Z
gemini-3.1-flash-lite,web-019,C3_only,no_validated_findings,finished,8,2,0,0,False,HTTP Request Smuggling,0,0,0,75.81,900,0.002,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-019_dispatcher_mixed_default_20260627T112940Z
gemini-3.1-flash-lite,web-019,all,no_validated_findings,finished,10,4,0,0,False,HTTP Request Smuggling,0,0,0,70.58,1400,0.003,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-019_dispatcher_mixed_default_20260627T113057Z
gemini-3.1-flash-lite,web-020,baseline,no_validated_findings,finished,8,4,0,1,False,SSTI,0,0,0,58.49,1900,0.004,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-020_dispatcher_mixed_default_20260627T113209Z
gemini-3.1-flash-lite,web-020,C1_only,no_validated_findings,finished,8,4,0,1,False,SSTI,0,0,0,56.48,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-020_dispatcher_mixed_default_20260627T113309Z
gemini-3.1-flash-lite,web-020,C2_only,no_validated_findings,finished,7,1,0,0,False,SSTI,0,0,0,49.58,1400,0.003,7070,18,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-020_dispatcher_mixed_default_20260627T113407Z
gemini-3.1-flash-lite,web-020,C3_only,no_validated_findings,finished,5,3,0,1,False,SSTI,1,0,0,34.8,1400,0.003,9675,10,1,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-020_dispatcher_mixed_default_20260627T113458Z
gemini-3.1-flash-lite,web-020,all,no_validated_findings,finished,10,4,0,1,False,SSTI,0,0,0,75.41,1900,0.004,0,0,0,/root/DACN/outputs/runs_gemini_gemini-3.1-flash-lite/web-020_dispatcher_mixed_default_20260627T113534Z
