model,fixture,config,status,stop_reason,steps,tool_calls,validated_findings,llm_findings,solved,expected_vuln,detected,loop_detected,watchdog_trips,wall_s,budget_tokens,budget_cost,llm_tokens_in,llm_tokens_out,llm_calls,output_dir
gemma-4-31b-it,web-003,baseline,no_validated_findings,finished,13,12,0,2,False,Auth Bypass,1,0,0,212.18,7400,0.017,129105,3153,13,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-003_dispatcher_mixed_default_20260627T103030Z
gemma-4-31b-it,web-003,C1_only,no_validated_findings,finished,16,12,0,2,False,Auth Bypass,1,0,3,202.46,7400,0.017,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-003_dispatcher_mixed_default_20260627T103403Z
gemma-4-31b-it,web-003,C2_only,no_validated_findings,finished,17,16,0,3,False,Auth Bypass,1,1,0,262.52,7900,0.018000000000000002,183034,2898,17,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-003_dispatcher_mixed_default_20260627T103727Z
gemma-4-31b-it,web-003,C3_only,no_validated_findings,finished,25,24,0,3,False,Auth Bypass,1,0,0,350.21,12200,0.02700000000000001,356007,4988,25,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-003_dispatcher_mixed_default_20260627T104151Z
gemma-4-31b-it,web-003,all,no_validated_findings,finished,27,23,0,4,False,Auth Bypass,1,2,3,355.45,10800,0.024000000000000007,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-003_dispatcher_mixed_default_20260627T104743Z
gemma-4-31b-it,web-004,baseline,no_validated_findings,finished,14,13,0,3,False,SQLi,1,0,0,261.71,10500,0.025,164960,2808,14,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-004_dispatcher_mixed_default_20260627T105340Z
gemma-4-31b-it,web-004,C1_only,no_validated_findings,finished,18,14,0,2,False,SQLi,1,0,3,294.07,10500,0.025,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-004_dispatcher_mixed_default_20260627T110416Z
gemma-4-31b-it,web-004,C2_only,no_validated_findings,finished,22,24,0,6,False,SQLi,1,1,0,439.93,13800,0.03200000000000001,331481,4308,22,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-004_dispatcher_mixed_default_20260627T110912Z
gemma-4-31b-it,web-004,C3_only,no_validated_findings,finished,9,9,0,2,False,SQLi,1,0,0,649.08,6400,0.015,132780,4344,9,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-004_dispatcher_mixed_default_20260627T111633Z
gemma-4-31b-it,web-004,all,no_validated_findings,finished,23,18,0,3,False,SQLi,1,1,5,481.67,11000,0.026000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-004_dispatcher_mixed_default_20260627T112724Z
gemma-4-31b-it,web-005,baseline,no_validated_findings,finished,19,18,0,3,False,SQLi,1,0,0,403.28,14100,0.034,273854,4908,19,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-005_dispatcher_mixed_default_20260627T113527Z
gemma-4-31b-it,web-005,C1_only,no_validated_findings,finished,17,12,0,2,False,SQLi,1,0,4,246.9,7400,0.017,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-005_dispatcher_mixed_default_20260627T114212Z
gemma-4-31b-it,web-005,C2_only,no_validated_findings,finished,25,25,0,3,False,SQLi,1,1,0,601.21,14600,0.035,376409,6776,25,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-005_dispatcher_mixed_default_20260627T114620Z
gemma-4-31b-it,web-005,C3_only,no_validated_findings,finished,18,18,0,3,False,SQLi,1,0,0,318.45,11500,0.027000000000000003,255432,4869,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-005_dispatcher_mixed_default_20260627T115623Z
gemma-4-31b-it,web-005,all,no_validated_findings,finished,27,19,0,3,False,SQLi,1,1,7,364.99,14100,0.034,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-005_dispatcher_mixed_default_20260627T120143Z
gemma-4-31b-it,web-006,baseline,no_validated_findings,finished,13,13,0,2,False,Mass Assignment,1,0,0,438.34,7400,0.017,149930,3367,13,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-006_dispatcher_mixed_default_20260627T120749Z
gemma-4-31b-it,web-006,C1_only,no_validated_findings,finished,17,13,0,3,False,Mass Assignment,1,0,2,174.9,7900,0.018000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-006_dispatcher_mixed_default_20260627T121509Z
gemma-4-31b-it,web-006,C2_only,no_validated_findings,finished,19,19,0,2,False,Mass Assignment,1,1,0,397.88,9800,0.022000000000000006,221846,3887,19,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-006_dispatcher_mixed_default_20260627T121806Z
gemma-4-31b-it,web-006,C3_only,no_validated_findings,finished,17,16,0,2,False,Mass Assignment,1,0,0,388.19,8800,0.020000000000000004,252877,3685,17,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-006_dispatcher_mixed_default_20260627T122445Z
gemma-4-31b-it,web-006,all,no_validated_findings,finished,16,11,0,2,False,Mass Assignment,1,1,4,298.76,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-006_dispatcher_mixed_default_20260627T123115Z
gemma-4-31b-it,web-007,baseline,no_validated_findings,finished,20,19,0,2,False,LFI,1,0,0,478.43,8100,0.017,269396,7357,20,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-007_dispatcher_mixed_default_20260627T123615Z
gemma-4-31b-it,web-007,C1_only,no_validated_findings,finished,7,1,0,0,False,LFI,0,0,0,4484.87,900,0.002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-007_dispatcher_mixed_default_20260627T124415Z
gemma-4-31b-it,web-007,C2_only,no_validated_findings,finished,20,19,0,3,False,LFI,1,1,0,559.4,6700,0.014000000000000002,324113,10379,20,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-007_dispatcher_mixed_default_20260627T135901Z
gemma-4-31b-it,web-007,C3_only,no_validated_findings,finished,31,30,0,2,False,LFI,1,0,0,547.21,12900,0.02700000000000001,576665,8387,31,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-007_dispatcher_mixed_default_20260627T140822Z
gemma-4-31b-it,web-007,all,no_validated_findings,finished,29,22,0,1,False,LFI,1,1,6,587.93,8500,0.018000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-007_dispatcher_mixed_default_20260627T141731Z
gemma-4-31b-it,web-008,baseline,no_validated_findings,finished,16,15,0,2,False,SQLi,1,0,0,386.88,11000,0.026000000000000002,200456,4561,16,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-008_dispatcher_mixed_default_20260627T142720Z
gemma-4-31b-it,web-008,C1_only,no_validated_findings,finished,17,9,0,2,False,SQLi,1,0,5,244.01,6900,0.016,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-008_dispatcher_mixed_default_20260627T143349Z
gemma-4-31b-it,web-008,C2_only,no_validated_findings,finished,9,8,0,1,False,SQLi,1,0,0,276.59,6400,0.015,91105,3834,9,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-008_dispatcher_mixed_default_20260627T143754Z
gemma-4-31b-it,web-008,C3_only,no_validated_findings,finished,15,14,0,2,False,SQLi,1,0,0,317.54,10500,0.025,212966,4873,15,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-008_dispatcher_mixed_default_20260627T144232Z
gemma-4-31b-it,web-008,all,no_validated_findings,finished,23,17,0,3,False,SQLi,1,0,5,311.88,11900,0.028000000000000004,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-008_dispatcher_mixed_default_20260627T144751Z
gemma-4-31b-it,web-009,baseline,no_validated_findings,finished,38,37,0,4,False,NoSQLi,1,0,0,606.18,17300,0.03600000000000002,462630,6042,38,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-009_dispatcher_mixed_default_20260627T145305Z
gemma-4-31b-it,web-009,C1_only,no_validated_findings,finished,19,17,0,2,False,NoSQLi,1,0,1,256.18,6300,0.013000000000000005,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-009_dispatcher_mixed_default_20260627T150312Z
gemma-4-31b-it,web-009,C2_only,no_validated_findings,finished,21,20,0,3,False,NoSQLi,1,1,0,438.84,8600,0.018000000000000002,210047,2933,21,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-009_dispatcher_mixed_default_20260627T150730Z
gemma-4-31b-it,web-009,C3_only,no_validated_findings,finished,30,29,0,3,False,NoSQLi,1,0,0,548.26,13800,0.029000000000000012,432228,4850,30,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-009_dispatcher_mixed_default_20260627T151450Z
gemma-4-31b-it,web-009,all,no_validated_findings,finished,9,7,0,1,False,NoSQLi,1,0,1,155.64,3300,0.007,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-009_dispatcher_mixed_default_20260627T152400Z
gemma-4-31b-it,web-010,baseline,no_validated_findings,finished,15,16,0,3,False,Auth Bypass,0,0,0,229.6,7900,0.018000000000000002,159456,2904,15,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-010_dispatcher_mixed_default_20260627T152637Z
gemma-4-31b-it,web-010,C1_only,no_validated_findings,finished,17,11,0,2,False,Auth Bypass,0,0,4,238.91,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-010_dispatcher_mixed_default_20260627T153028Z
gemma-4-31b-it,web-010,C2_only,no_validated_findings,finished,19,18,0,3,False,Auth Bypass,1,1,0,401.92,8400,0.019000000000000003,237521,4112,19,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-010_dispatcher_mixed_default_20260627T153429Z
gemma-4-31b-it,web-010,C3_only,no_validated_findings,finished,18,19,0,3,False,Auth Bypass,1,0,0,303.6,9300,0.021000000000000005,258822,4036,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-010_dispatcher_mixed_default_20260627T154112Z
gemma-4-31b-it,web-010,all,no_validated_findings,finished,18,19,0,2,False,Auth Bypass,0,1,1,271.51,8400,0.019000000000000003,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-010_dispatcher_mixed_default_20260627T154617Z
gemma-4-31b-it,web-011,baseline,no_validated_findings,finished,28,27,0,3,False,Insecure Temp File / Race Condition,0,0,0,696.78,11000,0.023000000000000007,388538,7778,28,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-011_dispatcher_mixed_default_20260627T155050Z
gemma-4-31b-it,web-011,C1_only,no_validated_findings,finished,13,8,0,2,False,Insecure Temp File / Race Condition,0,0,4,210.87,3300,0.007,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-011_dispatcher_mixed_default_20260627T160229Z
gemma-4-31b-it,web-011,C2_only,no_validated_findings,finished,28,27,0,3,False,Insecure Temp File / Race Condition,0,1,0,523.61,9700,0.02000000000000001,416186,8317,28,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-011_dispatcher_mixed_default_20260627T160601Z
gemma-4-31b-it,web-011,C3_only,no_validated_findings,finished,13,12,0,2,False,Insecure Temp File / Race Condition,0,0,0,306.8,4800,0.010000000000000002,185662,6100,13,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-011_dispatcher_mixed_default_20260627T161446Z
gemma-4-31b-it,web-011,all,no_validated_findings,max_steps,40,36,0,4,False,Insecure Temp File / Race Condition,0,2,4,508.89,12800,0.02700000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-011_dispatcher_mixed_default_20260627T161955Z
gemma-4-31b-it,web-012,baseline,no_validated_findings,finished,13,12,0,0,False,Session Forgery,0,0,0,409.77,5200,0.011,164217,6424,13,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-012_dispatcher_mixed_default_20260627T162825Z
gemma-4-31b-it,web-012,C1_only,no_validated_findings,finished,14,10,0,1,False,Session Forgery,1,0,3,221.12,5200,0.011,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-012_dispatcher_mixed_default_20260627T163516Z
gemma-4-31b-it,web-012,C2_only,no_validated_findings,finished,31,30,0,1,False,Session Forgery,1,2,0,534.25,13000,0.02700000000000001,454200,5471,31,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-012_dispatcher_mixed_default_20260627T163859Z
gemma-4-31b-it,web-012,C3_only,no_validated_findings,finished,18,17,0,0,False,Session Forgery,0,0,0,483.13,10300,0.022000000000000006,316038,10105,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-012_dispatcher_mixed_default_20260627T164755Z
gemma-4-31b-it,web-012,all,no_validated_findings,finished,28,19,0,2,False,Session Forgery,1,2,8,395.91,7100,0.015000000000000003,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-012_dispatcher_mixed_default_20260627T165559Z
gemma-4-31b-it,web-013,baseline,no_validated_findings,finished,21,20,0,3,False,SSTI,0,0,0,431.58,9100,0.019000000000000003,292281,7911,21,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-013_dispatcher_mixed_default_20260627T170237Z
gemma-4-31b-it,web-013,C1_only,no_validated_findings,finished,37,27,0,3,False,SSTI,0,0,9,529.92,10500,0.022000000000000006,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-013_dispatcher_mixed_default_20260627T170950Z
gemma-4-31b-it,web-013,C2_only,no_validated_findings,finished,20,19,0,3,False,SSTI,0,0,0,367.28,7600,0.016000000000000004,243324,4741,20,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-013_dispatcher_mixed_default_20260627T171841Z
gemma-4-31b-it,web-013,C3_only,no_validated_findings,finished,28,27,0,4,False,SSTI,0,0,0,533.3,11400,0.024000000000000007,499023,7981,28,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-013_dispatcher_mixed_default_20260627T172450Z
gemma-4-31b-it,web-013,all,no_validated_findings,finished,22,17,0,2,False,SSTI,0,2,4,315.52,7600,0.016000000000000004,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-013_dispatcher_mixed_default_20260627T173345Z
gemma-4-31b-it,web-014,baseline,no_validated_findings,finished,25,24,0,2,False,Path Traversal,0,0,0,405.99,10600,0.022000000000000006,322584,6592,25,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-014_dispatcher_mixed_default_20260627T173902Z
gemma-4-31b-it,web-014,C1_only,no_validated_findings,finished,21,17,0,1,False,Path Traversal,0,0,3,400.47,7100,0.015000000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-014_dispatcher_mixed_default_20260627T174549Z
gemma-4-31b-it,web-014,C3_only,no_validated_findings,finished,19,18,0,2,False,Path Traversal,0,0,0,1136.21,6600,0.013999999999999999,349768,11676,19,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-014_dispatcher_mixed_default_20260627T181709Z
gemma-4-31b-it,web-014,all,no_validated_findings,finished,31,26,0,3,False,Path Traversal,0,1,4,423.49,10000,0.021000000000000005,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-014_dispatcher_mixed_default_20260627T183607Z
gemma-4-31b-it,web-015,baseline,no_validated_findings,finished,24,23,0,2,False,Path Traversal,1,0,0,738.02,12600,0.02800000000000001,388831,8226,24,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-015_dispatcher_mixed_default_20260627T184312Z
gemma-4-31b-it,web-015,C1_only,no_validated_findings,finished,19,11,0,2,False,Path Traversal,1,0,7,245.48,4300,0.009000000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-015_dispatcher_mixed_default_20260627T185531Z
gemma-4-31b-it,web-015,C2_only,no_validated_findings,finished,20,19,0,2,False,Path Traversal,0,1,0,560.31,10200,0.023000000000000007,314661,4825,20,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-015_dispatcher_mixed_default_20260627T185938Z
gemma-4-31b-it,web-015,C3_only,no_validated_findings,finished,18,17,0,1,False,Path Traversal,1,0,0,1247.6,9200,0.021000000000000005,345595,11332,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-015_dispatcher_mixed_default_20260627T190900Z
gemma-4-31b-it,web-015,all,no_validated_findings,finished,19,16,0,1,False,Path Traversal,1,1,2,468.65,7900,0.018000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-015_dispatcher_mixed_default_20260627T192949Z
gemma-4-31b-it,web-016,baseline,no_validated_findings,finished,26,25,0,3,False,Command Injection,1,0,0,322.8,11400,0.024000000000000007,284210,4058,26,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-016_dispatcher_mixed_default_20260627T193739Z
gemma-4-31b-it,web-016,C1_only,no_validated_findings,finished,38,34,0,2,False,Command Injection,1,0,3,423.42,13800,0.029000000000000012,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-016_dispatcher_mixed_default_20260627T194304Z
gemma-4-31b-it,web-016,C2_only,no_validated_findings,finished,30,32,0,3,False,Command Injection,1,1,0,404.04,12100,0.02500000000000001,372681,5296,30,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-016_dispatcher_mixed_default_20260627T195009Z
gemma-4-31b-it,web-016,C3_only,no_validated_findings,finished,27,26,0,2,False,Command Injection,1,0,0,359.65,11900,0.02500000000000001,392752,3895,27,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-016_dispatcher_mixed_default_20260627T195654Z
gemma-4-31b-it,web-016,all,no_validated_findings,finished,23,20,0,2,False,Command Injection,1,1,2,296.12,7700,0.016000000000000004,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-016_dispatcher_mixed_default_20260627T200255Z
gemma-4-31b-it,web-017,baseline,no_validated_findings,finished,18,17,0,2,False,Auth Bypass,1,0,0,324.7,6700,0.014000000000000002,215857,5202,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-017_dispatcher_mixed_default_20260627T200753Z
gemma-4-31b-it,web-017,C1_only,no_validated_findings,finished,15,12,0,1,False,Auth Bypass,1,0,2,291.76,4800,0.010000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-017_dispatcher_mixed_default_20260627T201319Z
gemma-4-31b-it,web-017,C2_only,no_validated_findings,finished,16,15,0,3,False,Auth Bypass,0,1,0,307.34,5300,0.011000000000000003,193246,3614,16,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-017_dispatcher_mixed_default_20260627T201812Z
gemma-4-31b-it,web-017,C3_only,no_validated_findings,finished,16,15,0,2,False,Auth Bypass,0,0,0,281.52,6200,0.013000000000000001,226421,3567,16,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-017_dispatcher_mixed_default_20260627T202321Z
gemma-4-31b-it,web-014,C2_only,no_validated_findings,finished,27,26,0,3,False,Path Traversal,0,1,0,818.34,10500,0.022000000000000006,472585,10951,27,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-014_dispatcher_mixed_default_20260628T061007Z
gemma-4-31b-it,web-017,all,no_validated_findings,finished,19,16,0,1,False,Auth Bypass,0,1,2,317.11,6200,0.013000000000000001,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-017_dispatcher_mixed_default_20260628T062347Z
gemma-4-31b-it,web-018,baseline,no_validated_findings,finished,17,16,0,3,False,XSS,1,0,0,292.34,8400,0.019000000000000003,198152,3709,17,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-018_dispatcher_mixed_default_20260628T062905Z
gemma-4-31b-it,web-018,C1_only,no_validated_findings,finished,22,17,0,3,False,XSS,1,0,4,315.15,8400,0.019000000000000003,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-018_dispatcher_mixed_default_20260628T063359Z
gemma-4-31b-it,web-018,C2_only,no_validated_findings,finished,17,16,0,2,False,XSS,1,1,0,308.71,7900,0.018000000000000002,198738,3396,17,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-018_dispatcher_mixed_default_20260628T063916Z
gemma-4-31b-it,web-018,C3_only,no_validated_findings,finished,13,12,0,1,False,XSS,1,0,0,180.38,7400,0.017,160196,1891,13,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-018_dispatcher_mixed_default_20260628T064426Z
gemma-4-31b-it,web-018,all,no_validated_findings,finished,20,16,0,2,False,XSS,1,1,3,297.95,8400,0.019000000000000003,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-018_dispatcher_mixed_default_20260628T064728Z
gemma-4-31b-it,web-019,baseline,no_validated_findings,finished,25,24,0,4,False,HTTP Request Smuggling,1,0,0,375.95,8200,0.017000000000000005,316936,6241,25,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-019_dispatcher_mixed_default_20260628T065228Z
gemma-4-31b-it,web-019,C1_only,no_validated_findings,finished,28,24,0,2,False,HTTP Request Smuggling,1,0,4,351.56,8600,0.018000000000000002,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-019_dispatcher_mixed_default_20260628T065845Z
gemma-4-31b-it,web-019,C2_only,no_validated_findings,finished,28,27,0,2,False,HTTP Request Smuggling,1,1,0,412.98,11100,0.023000000000000007,342586,5166,28,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-019_dispatcher_mixed_default_20260628T070438Z
gemma-4-31b-it,web-019,C3_only,no_validated_findings,finished,12,14,0,1,False,HTTP Request Smuggling,1,0,0,230.09,3300,0.007,178808,2867,12,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-019_dispatcher_mixed_default_20260628T071133Z
gemma-4-31b-it,web-019,all,no_validated_findings,finished,23,20,0,2,False,HTTP Request Smuggling,1,1,3,345.88,5700,0.012,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-019_dispatcher_mixed_default_20260628T071524Z
gemma-4-31b-it,web-020,baseline,no_validated_findings,finished,16,16,0,2,False,SSTI,1,0,0,305.02,8800,0.020000000000000004,180841,4717,16,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-020_dispatcher_mixed_default_20260628T072112Z
gemma-4-31b-it,web-020,C1_only,no_validated_findings,finished,23,18,0,3,False,SSTI,1,0,4,331.84,9700,0.022000000000000006,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-020_dispatcher_mixed_default_20260628T072618Z
gemma-4-31b-it,web-020,C2_only,no_validated_findings,finished,18,19,0,2,False,SSTI,1,1,0,345.58,7400,0.017,215558,4366,18,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-020_dispatcher_mixed_default_20260628T073151Z
gemma-4-31b-it,web-020,C3_only,no_validated_findings,finished,20,22,0,3,False,SSTI,1,0,0,385.39,8400,0.019000000000000003,305093,6267,20,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-020_dispatcher_mixed_default_20260628T073739Z
gemma-4-31b-it,web-020,all,no_validated_findings,finished,29,23,0,3,False,SSTI,1,1,6,403.79,12400,0.029000000000000005,0,0,0,/root/DACN/outputs/runs_gemini_gemma-4-31b-it/web-020_dispatcher_mixed_default_20260628T074405Z
